#,Name,Description,Icon,,MaxStacks,ClassJobCategory,StatusCategory,HitEffect,VFX,LockMovement,,LockActions,LockControl,Transfiguration,IsGaze,CanDispel,InflictedByActor,IsPermanent,PartyListPriority,CanIncreaseRewards,,,ParamModifier,ParamEffect,CanStatusOff,Log,IsFcBuff,,Invisibility,TargetType,Flags,,,,,
908,"Bahamut-Äther","Eigener Äther ist mit dem Bahamuts harmonisiert. Sammeln sich 6 Einheiten dieses Status an, tritt <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Bahamut-Trance<UIGlow>01</UIGlow><UIForeground>01</UIForeground> ein.",217061,0,6,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,True,0,False,0,False,0,0,0,False,False,False,0
909,"MP-Regeneration","Regeneriert schrittweise MP.",210408,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,5,0,False,False,60,0,False,0,False,0,False,0,0,0,False,False,False,0
910,"Verhängnis","Wird kampfunfähig, sobald der Timer des Fluchs auf 0 sinkt.",215503,0,0,1,2,9,0,False,False,False,False,False,False,True,False,False,200,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
911,"Glatteis","Rutscht bei Bewegung auf vereistem Boden.",215615,76,0,1,2,17,0,False,False,False,False,False,False,False,True,True,100,0,False,False,0,0,False,0,False,0,False,0,7,0,False,False,False,0
912,"Verringerte Verwundbarkeit","Erlittener Schaden ist verringert.",215021,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,False,0
913,"Gezogen: Waage","Das Feuer-Arkanum „Waage“ wurde gezogen.",213229,23,0,1,1,0,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
914,"Gezogen: Eiche","Das Erd-Arkanum „Eiche“ wurde gezogen.",213230,23,0,1,1,0,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
915,"Gezogen: Pfeil","Das Wind-Arkanum „Pfeil“ wurde gezogen.",213231,23,0,1,1,0,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
916,"Gezogen: Speer","Das Eis-Arkanum „Speer“ wurde gezogen.",213232,23,0,1,1,0,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
917,"Gezogen: Krug","Das Wasser-Arkanum „Krug“ wurde gezogen.",213233,23,0,1,1,0,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
918,"Gezogen: Turm","Das Blitz-Arkanum „Turm“ wurde gezogen.",213234,23,0,1,1,0,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
919,"Durchblick","Kann verborgene Gegner sehen und angreifen.",215676,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,True,0,False,0,False,0,0,0,False,False,False,0
920,"Abgelegt: Waage","Das Feuer-Arkanum „Waage“ wurde abgelegt.",213235,24,0,1,1,0,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
921,"Abgelegt: Eiche","Das Erd-Arkanum „Eiche“ wurde abgelegt.",213236,24,0,1,1,0,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
922,"Abgelegt: Pfeil","Das Wind-Arkanum „Pfeil“ wurde abgelegt.",213237,24,0,1,1,0,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
923,"Abgelegt: Speer","Das Eis-Arkanum „Speer“ wurde abgelegt.",213238,24,0,1,1,0,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
924,"Abgelegt: Krug","Das Wasser-Arkanum „Krug“ wurde abgelegt.",213239,24,0,1,1,0,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
925,"Abgelegt: Turm","Das Blitz-Arkanum „Turm“ wurde abgelegt.",213240,24,0,1,1,0,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
926,"Schlaf","Tiefschlaf verhindert das Ausführen jeglicher Kommandos.",215013,1,0,1,2,2,3,True,False,True,False,False,False,True,False,False,100,0,False,False,0,0,False,0,False,0,False,0,3,0,False,False,False,0
927,"Blütenhonig","Völlig mit Honig verklebt.",215583,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,200,0,False,False,0,1,False,0,False,0,False,0,0,0,False,False,False,0
928,"Dunkle Drohung","Rasend vor Wut.",215503,0,0,1,1,0,0,False,False,False,False,False,False,False,False,True,0,0,False,False,100,0,False,0,False,0,False,0,0,0,False,False,False,0
929,"Verringerte Verwundbarkeit","Erlittener Schaden ist verringert.",215021,40,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,False,0
930,"Gefesselt","Ist handlungsunfähig.",215545,0,0,1,2,17,0,True,False,True,True,False,False,False,True,True,100,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
931,"Schlagresistenz -","Schlagresistenz ist verringert.",217701,0,8,1,2,17,0,False,False,False,False,False,False,False,False,False,50,0,False,False,-12,0,False,0,False,0,False,0,0,0,False,False,False,0
932,"Quarantäne","Von den Kameraden getrennt.",215677,0,0,1,2,0,0,False,False,False,False,False,False,False,True,True,200,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
933,"Heilmagie-Malus","Das Potenzial der Heilmagie ist verringert.",215059,13,0,1,2,17,0,False,False,False,False,False,False,False,False,False,50,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,False,0
934,"Erhöhte physische Verwundbarkeit","Erlittener physischer Schaden ist erhöht.",215053,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,50,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
935,"","",0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
936,"","",0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
937,"Infestation","Ist befallen und greift Kameraden an. Die Infestation greift dabei auf die Angegriffenen über.",215680,64,0,1,2,17,23,False,False,False,True,False,True,False,False,False,100,0,False,False,0,1,False,0,False,0,False,0,0,0,False,False,False,0
938,"Erstickung","Am Ende des Effekts tritt K. o. ein.",215665,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,200,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
939,"Außer Gefecht","Kommandos können nicht ausgeführt werden.",215045,0,0,1,2,3,0,False,False,True,False,False,False,False,False,False,100,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
940,"Blutung","Erleidet schrittweise Schaden.",217121,0,8,1,2,17,0,False,False,False,False,False,False,False,True,True,10,0,False,False,10,0,False,0,False,5,False,0,0,0,False,False,False,0
941,"Immun gegen Fernattacken","Erleidet keinen Schaden durch Fernangriffe.",215681,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,200,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
942,"Immun gegen Magieattacken","Erleidet keinen Schaden durch Magie.",215682,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,200,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
943,"Askalons Schutz","Von der sagenhaften Macht des Heiligen Schwerts geschützt.",218241,0,8,1,1,16,0,False,False,False,False,False,False,False,True,True,200,0,False,False,3,0,False,0,False,0,False,0,0,0,False,False,False,0
944,"Azurklinge","Ausgeteilter Schaden ist für sich und Verbündete in der Nähe erhöht.",215668,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,200,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
945,"Azurschild","Erlittener Schaden ist für sich und Verbündete in der Nähe verringert.",215667,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,200,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
946,"Spinne","Hat die Gestalt einer Spinne angenommen.",215679,69,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
947,"Vogel","Hat die Gestalt eines Vogels angenommen.",215678,69,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
948,"Blitzkonter","Kontert alle Attacken mit einer blitzbasierten Attacke.",215684,0,0,1,1,16,0,False,False,False,False,False,False,False,True,False,1,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
949,"Feuerkonter","Kontert alle Attacken mit einer feuerbasierten Attacke.",215685,0,0,1,1,16,0,False,False,False,False,False,False,False,True,False,1,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
950,"Eiskonter","Kontert alle Attacken mit einer eisbasierten Attacke.",215686,0,0,1,1,16,0,False,False,False,False,False,False,False,True,False,1,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
951,"Windkonter","Kontert alle Attacken mit einer windbasierten Attacke.",215687,0,0,1,1,16,0,False,False,False,False,False,False,False,True,False,1,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
952,"Erdkonter","Kontert alle Attacken mit einer erdbasierten Attacke.",215688,0,0,1,1,16,0,False,False,False,False,False,False,False,True,False,1,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
953,"Wasserkonter","Kontert alle Attacken mit einer wasserbasierten Attacke.",215689,0,0,1,1,16,0,False,False,False,False,False,False,False,True,False,1,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
954,"Elementloser Konter","Kontert alle Attacken mit einer elementneutralen Attacke.",215690,0,0,1,1,16,0,False,False,False,False,False,False,False,True,False,1,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
955,"Heilmagie-Bonus","Wirkung von Heilmagie ist erhöht.",215058,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,30,0,False,0,False,0,False,0,0,0,False,False,False,0
956,"Numinosum","Regeneriert schrittweise LP.",213225,0,0,99,1,16,0,False,False,False,False,False,False,False,False,False,5,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
957,"Verdauungsenzyme","Effekt von Verschlingen ist durch anhaftende Verdauungsenzyme verstärkt.",218421,0,8,1,2,17,0,False,False,False,False,False,False,False,True,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
958,"Markiert","Als Beute markiert. Markierung geht auf Gegner in der Nähe über.",215026,0,0,1,2,17,0,False,False,False,False,False,False,False,True,True,200,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
959,"Anthropomimesis","Hat die Gestalt eines Eorzäers angenommen.",215669,69,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
960,"Pyretisch","Der Körper ist extrem überhitzt. Jede Handlung verursacht Feuerschaden.",215647,0,0,1,2,17,19,False,False,False,False,False,False,False,False,False,99,0,False,False,100,0,False,0,False,0,False,0,23,0,False,False,False,0
961,"Umklammert","Bewegungsunfähig und verliert schrittweise LP.",215564,0,0,1,2,17,0,True,False,True,False,False,False,False,False,False,0,0,False,False,500,0,False,0,False,5,False,0,0,0,False,False,False,0
962,"ATT +","Attacke ist erhöht.",215050,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,True,0,8,False,0,False,0,False,0,0,0,False,False,False,0
963,"ATT -","Attacke ist verringert.",215051,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,0,0,False,True,0,8,False,0,False,0,False,0,0,0,False,False,False,0
964,"ABW +","Abwehr ist erhöht.",215052,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,True,0,8,False,0,False,0,False,0,0,0,False,False,False,0
965,"ABW -","Abwehr ist verringert.",215053,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,0,0,False,True,0,8,False,0,False,0,False,0,0,0,False,False,False,0
966,"GSW +","Ge<SoftHyphen/>schwindig<SoftHyphen/>keit ist erhöht.",215062,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,True,0,8,False,0,False,0,False,0,0,0,False,False,False,0
967,"GSW -","Ge<SoftHyphen/>schwindig<SoftHyphen/>keit ist verringert.",215063,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,0,0,False,True,0,8,False,0,False,0,False,0,0,0,False,False,False,0
968,"Arkana-Stein","Stark beim attackieren von Arkana-Steinen.",216206,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,8,False,0,False,0,False,0,0,0,False,False,False,0
969,"Unverwundbar","Erleidet keinen Schaden. ",215024,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,8,False,0,False,0,False,0,0,0,False,False,False,0
970,"Tier-Resistenz","Erleidet keinen Schaden durch Tiere. ",216601,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,8,False,0,False,0,False,0,0,0,False,False,False,0
971,"Monster-Resistenz","Erleidet keinen Schaden durch Monster. ",216602,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,8,False,0,False,0,False,0,0,0,False,False,False,0
972,"Puppen-Resistenz","Erleidet keinen Schaden durch Puppen. ",216603,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,8,False,0,False,0,False,0,0,0,False,False,False,0
973,"Apparat-Resistenz","Erleidet keinen Schaden durch Apparate. ",216604,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,8,False,0,False,0,False,0,0,0,False,False,False,0
974,"Tier-Schwäche","Erleidet mehr Schaden durch Tiere. ",216605,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,8,False,0,False,0,False,0,0,0,False,False,False,0
975,"Monster-Schwäche","Erleidet mehr Schaden durch Monster. ",216606,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,8,False,0,False,0,False,0,0,0,False,False,False,0
976,"Puppen-Schwäche","Erleidet mehr Schaden durch Puppen. ",216607,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,8,False,0,False,0,False,0,0,0,False,False,False,0
977,"Rückruf","Wird nach einer gewissen Zeit zurückgerufen.",215607,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
978,"Schlachttrabant","Attacke und Abwehr sind erhöht.",215050,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,True,0,8,False,0,False,0,False,0,0,0,False,False,False,0
979,"Schleichender Schaden","Erleidet schrittweise Schaden.",215007,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,0,0,False,True,0,8,False,0,False,0,False,0,0,0,False,False,False,0
980,"Flächenwirkung","Auto-Attacke wirkt als Flächenangriff.",215641,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,8,False,0,False,0,False,0,0,0,False,False,False,0
981,"Unverwundbar","Erleidet keinen Schaden. ",215024,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
982,"Tier-Resistenz","Erleidet keinen Schaden durch Tiere. ",215024,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
983,"Monster-Resistenz","Erleidet keinen Schaden durch Monster. ",215024,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
984,"Puppen-Resistenz","Erleidet keinen Schaden durch Puppen. ",215024,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
985,"Apparat-Resistenz","Erleidet keinen Schaden durch Apparate. ",215024,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
986,"Fixiert","Bewegungsunfähig.",215609,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,8,False,0,False,0,False,0,0,0,False,False,False,0
987,"Fallensteller","Technik ist auf „Falle“ festgelegt. Stellt beim Einsatz der Technik eine Falle auf.",216609,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,8,False,0,False,0,False,0,0,0,False,False,False,0
988,"Paralyse","Handlungsunfähig.",215006,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,8,False,0,False,0,False,0,0,0,False,False,False,0
989,"Rehabilitation","Regeneriert schrittweise LP.",217521,0,16,1,1,16,0,False,False,False,False,False,False,False,False,False,200,0,False,False,1000,0,False,0,False,0,False,0,0,0,False,False,False,0
990,"Gefesselt","Ist handlungsunfähig.",215545,0,0,1,2,17,0,True,False,True,True,False,False,False,True,True,100,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
991,"Versuchung","Hat keine Kontrolle mehr über die eigenen Bewegungen.",215552,0,0,1,2,17,17,False,False,True,True,False,True,False,False,False,100,0,False,False,0,18,False,0,False,0,False,0,0,0,False,False,False,0
992,"Offensiv-Set","Ausgeteilter Schaden ist dank des Inhalts eines Offensiv-Depots erhöht.",215719,0,0,1,1,0,0,False,False,False,False,False,False,False,False,False,99,0,False,False,10,0,True,0,False,0,False,0,0,0,False,False,False,0
993,"Defensiv-Set","Erlittener Schaden ist dank des Inhalts eines Defensiv-Depots verringert.",215720,0,0,1,1,0,0,False,False,False,False,False,False,False,False,False,98,0,False,False,-20,0,True,0,False,0,False,0,0,0,False,False,False,0
994,"Blutrausch","Erlittener Schaden ist erhöht. Je höher die Stapelzahl, desto stärker der Effekt.",218621,0,5,1,2,17,0,False,False,False,False,False,False,False,True,True,1,0,False,False,10,0,True,0,False,0,False,0,0,0,False,False,False,0
995,"Erschütterung","Durch eine starke Erschütterung ist der ausgeteilte Schaden verringert. Stapeln sich zu viele des Status, tritt <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Schädel-Hirn-Trauma<UIGlow>01</UIGlow><UIForeground>01</UIForeground> ein.",218521,0,4,1,2,17,0,False,False,False,False,False,False,False,False,False,200,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,False,0
996,"Schädel-Hirn-Trauma","Durch eine schwere Gehirnerschütterung handlungsunfähig. Erlittener Schaden ist erhöht.",215712,0,0,1,2,33,0,True,False,True,True,False,False,False,False,False,100,0,False,False,100,11,False,0,False,0,False,0,0,0,False,False,False,0
997,"Schädel-Hirn-Trauma","Durch eine schwere Gehirnerschütterung handlungsunfähig. Erlittener Schaden ist erhöht.",215712,0,0,1,2,33,0,True,False,True,True,False,False,True,False,False,100,0,False,False,100,11,False,0,False,0,False,0,0,0,False,False,False,0
998,"Gobtrank für Stark","Durch einen Trank in einen Sasquatch verwandelt, kann aber keine Kommandos außer <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Deftige Dachtel<UIGlow>01</UIGlow><UIForeground>01</UIForeground> ausführen.",215713,69,0,1,1,16,0,False,False,False,False,True,False,False,False,False,100,0,False,False,0,2,True,0,False,0,False,0,0,0,False,False,False,0
999,"Gobtrank für Schnell","Durch einen Trank in einen Kapgeier verwandelt, kann aber keine Kommandos außer <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Flügelschnitt<UIGlow>01</UIGlow><UIForeground>01</UIForeground> ausführen.",215714,69,0,1,1,16,0,False,False,False,False,True,False,False,False,False,100,0,False,False,0,2,True,0,False,0,False,0,0,0,False,False,False,0
1000,"Gobtrank für Schleichen","Durch einen Trank durchsichtig und daher von Feinden schlechter zu entdecken.",215715,69,0,1,1,16,0,False,False,False,False,False,False,False,False,False,100,0,False,False,0,0,False,0,False,0,True,0,0,0,False,False,False,0
1001,"Gobtrank-Überdosis","Zu viele Gobtränke. Steigt die Stapelzahl vor Ende des Effekts zu weit, treten <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Neben<SoftHyphen/>wirkungen<UIGlow>01</UIGlow><UIForeground>01</UIForeground> ein.",218541,0,12,1,2,17,0,False,False,False,False,False,False,False,False,False,100,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
1002,"Neben<SoftHyphen/>wirkungen","Leidet unter den Neben<SoftHyphen/>wirkungen exzessiven Gobtrank-Konsums.",215717,69,0,1,2,4,6,False,False,False,False,False,False,False,False,False,100,0,False,False,1000,1,False,0,False,5,False,0,0,0,False,False,False,0
1003,"Superwissenschaftler","Durch Gobtränke stark gemacht. Ausgeteilter Schaden ist erhöht, erlittener verringert.",215718,69,0,1,1,16,0,False,False,False,False,True,False,False,True,True,100,0,False,False,30,2,False,0,False,0,False,0,0,0,False,False,False,0
1004,"Hämolytikum","Erleidet durch ein starkes Blutverdünnungsmittel schrittweise Schaden. Steigt die Stapelzahl, tritt Kampfunfähigkeit ein.",218561,0,8,1,2,17,0,False,False,False,False,False,False,False,True,True,200,0,False,False,300,10,False,0,False,5,False,0,23,0,False,False,False,0
1005,"Physik-Kraftfeld","Unter dem Einfluss eines Kraftfelds. Erlittener physischer Schaden ist stark verringert, erlittener Magieschaden stark erhöht.",215709,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,200,0,False,False,-99,0,False,0,False,0,False,0,0,0,False,False,False,0
1006,"Magie-Kraftfeld","Unter dem Einfluss eines Kraftfelds. Erlittener physischer Schaden ist stark erhöht, erlittener Magieschaden stark verringert.",215710,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,200,0,False,False,-99,0,False,0,False,0,False,0,0,0,False,False,False,0
1007,"Unsichtbar","Kann nicht gesehen werden.",215642,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,100,0,False,False,0,0,False,0,False,0,True,1,0,0,False,False,False,0
1008,"Gobtrank für Sund","Durch einen Trank gesundet. Wirkung von <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Hämolytikum<UIGlow>01</UIGlow><UIForeground>01</UIForeground> ist aufgehoben. Regeneriert schrittweise LP.",215716,69,0,1,1,16,0,False,False,False,False,False,False,False,False,False,100,0,False,False,300,0,False,0,False,0,False,0,0,0,False,False,False,0
1009,"Fortschreitende Froschwerdung","Die Ver<SoftHyphen/>wand<SoftHyphen/>lung in ein Krötentier hat begonnen. Steigt die Stapelzahl weiter, tritt <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Frosch<UIGlow>01</UIGlow><UIForeground>01</UIForeground> ein.",218641,0,8,1,2,17,0,False,False,False,False,False,False,False,True,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
1010,"Granitgefängnis","Ist handlungsunfähig.",215545,0,0,1,2,17,0,False,False,True,True,False,False,False,True,True,100,0,False,False,0,9,False,0,False,0,False,3,0,0,False,False,False,0
1011,"Starkes Gift","Konzentriertes Gift verringert die Wirkung von Heilmagie auf sich. Erleidet schrittweise Schaden.",218581,0,8,1,2,17,0,False,False,False,False,False,False,False,True,True,50,0,False,False,300,0,False,0,False,5,False,0,0,0,False,False,False,0
1012,"Hochstimmung","Bestens gelaunt.",218601,0,8,1,1,16,0,False,False,False,False,False,False,False,False,False,200,0,False,False,80,0,False,0,False,0,False,0,0,0,False,False,False,0
1013,"Verkehrung der Magi","Durch Umkehrung weißmagischer Mächte von Zer<SoftHyphen/>störungs<SoftHyphen/>kraft erfüllt.",215691,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,200,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
1014,"Rehabilitation","Regeneriert schrittweise LP.",212626,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,5,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
1015,"Funke des Lebens","Von neu eingehauchter Lebenskraft erfüllt. Durch den Verbrauch eines Status des Stapels kann je ein K. o. verhindert werden.",218661,0,2,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
1016,"Schaden -","Ausgeteilter Schaden ist verringert.",218441,39,16,1,2,17,0,False,False,False,False,False,False,False,False,False,50,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,False,0
1017,"Schadenswert +","Ausgeteilter physischer Schaden ist erhöht.",215050,35,0,1,1,16,0,False,False,False,False,False,False,False,True,True,1,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
1018,"Schadenswert +","Ausgeteilter physischer Schaden ist erhöht.",218461,35,16,1,1,16,0,False,False,False,False,False,False,False,True,True,1,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
1019,"Magieschaden +","Ausgeteilter Magieschaden ist erhöht.",218481,37,16,1,1,16,0,False,False,False,False,False,False,False,True,True,1,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
1020,"Biomathematische Multiplikation","Je mehr Verbündete in der Nähe, desto stärker.",215693,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,200,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
1021,"Biomathematik-Ebene 1","Zielt bei der Nivellierung auf eine niedrige Höhe. Wer sich unten befindet, erleidet Schaden.",215694,0,0,1,2,17,0,False,False,False,False,False,False,False,True,True,199,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
1022,"Biomathematik-Ebene 2","Zielt bei der Nivellierung auf eine höhere Höhe. Wer sich oben befindet, erleidet Schaden.",215695,0,0,1,2,17,0,False,False,False,False,False,False,False,True,True,199,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
1023,"Wasserkompression","Mit verdichtetem Wasser-Äther geladen. Entfesselt am Ende des Effekts einen wasserbasierten Angriff.",215696,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,200,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
1024,"Blitzkompression","Mit verdichtetem Blitz-Äther geladen. Entfesselt am Ende des Effekts einen blitzbasierten Angriff.",215697,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,200,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
1025,"Wasserresistenz - (stark)","Resistenz gegen Wasser ist stark verringert.",215698,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,200,0,False,False,-12,0,False,0,False,0,False,0,0,0,False,False,False,0
1026,"Blitzresistenz - (stark)","Resistenz gegen Blitz ist stark verringert.",215597,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,200,0,False,False,-12,0,False,0,False,0,False,0,0,0,False,False,False,0
1027,"Letzte Züchtigung","Zur körperlichen Züchtigung geschickt. Bei Widerstand erfolgt zusätzlich eine göttliche Strafe.",218501,0,4,1,2,17,0,False,False,False,False,False,False,False,False,False,199,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
1028,"In Schusslinie","Direkter Angriff ist möglich.",215652,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,40,0,False,False,0,0,True,0,False,0,False,0,0,0,False,False,False,0
1029,"Letztes Vorläufiges Urteil α","Aufgrund einer α-Straftat nicht rechtskräftig verurteilt.",215699,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,197,0,False,False,20,0,False,0,False,5,False,0,0,0,False,False,False,0
